name,mobile,email,password,taluka,district
Ramchandra Pardeshi,8176677490,ramchandrapard@nexora.in,farm123,Erandol,Jalgaon
Usha Lokhande,6413297415,ushalokhande3@nexora.in,farm123,Hatkanangale,Kolhapur
Kamal Yeole,6352687399,kamalyeole@nexora.in,farm123,Bodwad,Jalgaon
Gopal Borate,8222013912,gopalborate@nexora.in,farm123,Koregaon,Satara
Kamal Naikwadi,9140189084,kamalnaikwadi@nexora.in,farm123,Lakhandur,Bhandara
Shivaji Bansode,8274849357,shivajibansode@nexora.in,farm123,Lakhani,Bhandara
Anita Gawali,6566748645,anitagawali2@nexora.in,farm123,Dharni,Amravati
Chhaya Waghmare,7994544853,chhayawaghmare@nexora.in,farm123,Karjat,Ahilyanagar (Ahmednagar)
Ramchandra Suryawanshi,7640827462,ramchandrasury@nexora.in,farm123,Sudhagad-Pali,Raigad
Anita Ghadge,8040439161,anitaghadge2@nexora.in,farm123,Pombhurna,Chandrapur
Chhaya Naikwadi,8499319200,chhayanaikwadi@nexora.in,farm123,Bandra,Mumbai Suburban
Jagdish Ghadge,9426945205,jagdishghadge@nexora.in,farm123,Gondpimpri,Chandrapur
Sushila Lokhande,8106216596,sushilalokhand@nexora.in,farm123,Nilanga,Latur
Anil Rathod,9045965908,anilrathod@nexora.in,farm123,Gadhinglaj,Kolhapur
Tanaji Waghmare,8342957910,tanajiwaghmare@nexora.in,farm123,Mahabaleshwar,Satara
Nanda Naikwadi,6932131650,nandanaikwadi@nexora.in,farm123,Vengurla,Sindhudurg
Mangal Chavan,7430012271,mangalchavan2@nexora.in,farm123,Sangamner,Ahilyanagar (Ahmednagar)
Maruti Ghadge,9493983414,marutighadge@nexora.in,farm123,Talode,Nandurbar
Baban Salunkhe,7184105432,babansalunkhe@nexora.in,farm123,Washi,Dharashiv (Osmanabad)
Dnyaneshwar Sable,9900971351,dnyaneshwarsab@nexora.in,farm123,Kalyan,Thane
Narayan Holkar,8402779030,narayanholkar@nexora.in,farm123,Deglur,Nanded
Kailas Ghule,7873562065,kailasghule@nexora.in,farm123,Bhokar,Nanded
Vijay Takawale,6829741023,vijaytakawale@nexora.in,farm123,Karjat,Raigad
Bhausaheb Kadam,9420563121,bhausahebkadam@nexora.in,farm123,Navapur,Nandurbar
Jyoti Satpute,8715895964,jyotisatpute@nexora.in,farm123,Kadegaon,Sangli
Yamuna Gadhave,8406085616,yamunagadhave2@nexora.in,farm123,Chandgad,Kolhapur
Rajendra Borate,6130950718,rajendraborate@nexora.in,farm123,Risod,Washim
Santosh Powar,9783021870,santoshpowar@nexora.in,farm123,Purna,Parbhani
Snehal Ghule,7010415002,snehalghule@nexora.in,farm123,Nevasa,Ahilyanagar (Ahmednagar)
Sachin Jagtap,9765382483,sachinjagtap@nexora.in,farm123,Beed,Beed
Chhaya Gawali,6560048941,chhayagawali@nexora.in,farm123,Kalamnuri,Hingoli
Anita Kachare,6640607351,anitakachare@nexora.in,farm123,Palus,Sangli
Yogesh Bhandare,7737667057,yogeshbhandare@nexora.in,farm123,Sangameshwar,Ratnagiri
Bapurao Bhandare,9382886756,bapuraobhandar@nexora.in,farm123,Narkhed,Nagpur
Chhaya Kulkarni,7295087322,chhayakulkarni@nexora.in,farm123,Sailu,Parbhani
Namdev Shelke,7743213622,namdevshelke@nexora.in,farm123,Mangrulpir,Washim
Sadashiv Joshi,6868697014,sadashivjoshi@nexora.in,farm123,Samudrapur,Wardha
Anil Jagtap,7068166851,aniljagtap@nexora.in,farm123,Rahuri,Ahilyanagar (Ahmednagar)
Madhuri Vhatkar,8966166244,madhurivhatkar@nexora.in,farm123,Karanja,Washim
Govind Waghmare,7954154214,govindwaghmare@nexora.in,farm123,Gaganbawada,Kolhapur
Dattatray More,7526047681,dattatraymore@nexora.in,farm123,Arjuni-Morgaon,Gondia
Pandurang More,9995132134,pandurangmore@nexora.in,farm123,Miraj,Sangli
Kavita Adsul,9750792087,kavitaadsul@nexora.in,farm123,Jintur,Parbhani
Chhaya Bhagat,6472670777,chhayabhagat@nexora.in,farm123,Beed,Beed
Maruti Pawar,7155413293,marutipawar@nexora.in,farm123,Paithan,Chhatrapati Sambhajinagar (Aurangabad)
Ashok Vhatkar,7307858991,ashokvhatkar@nexora.in,farm123,Ambajogai,Beed
Popat Kachare,9831965315,popatkachare@nexora.in,farm123,Bhudargad,Kolhapur
Krushna Tupe,8021272983,krushnatupe@nexora.in,farm123,Phaltan,Satara
Dilip Dabhade,8085517434,dilipdabhade@nexora.in,farm123,Akkalkot,Solapur
Tukaram Randhawa,9962581518,tukaramrandhaw@nexora.in,farm123,Salekasa,Gondia
Deepak Randhawa,6521375744,deepakrandhawa@nexora.in,farm123,Savner,Nagpur
Maruti Ubhe,6394407709,marutiubhe@nexora.in,farm123,Bhiwapur,Nagpur
Sachin Mane,8178855228,sachinmane@nexora.in,farm123,Palus,Sangli
Vimal Jagtap,9695119714,vimaljagtap@nexora.in,farm123,Pen,Raigad
Popat Adsul,8255729043,popatadsul@nexora.in,farm123,Aundha Nagnath,Hingoli
Sanjay Waghmare,8555314612,sanjaywaghmare@nexora.in,farm123,Dharangaon,Jalgaon
Madhukar Gawali,6491382088,madhukargawali@nexora.in,farm123,Akkalkuwa,Nandurbar
Nitin Rane,6127170151,nitinrane@nexora.in,farm123,Kalwan,Nashik
Rekha Sable,8463713646,rekhasable2@nexora.in,farm123,Kurkheda,Gadchiroli
Eknath Jagtap,8140921045,eknathjagtap@nexora.in,farm123,Jat,Sangli
Jagdish Chougule,8777215583,jagdishchougul@nexora.in,farm123,Pachora,Jalgaon
Tanaji Ubhe,6582539303,tanajiubhe@nexora.in,farm123,Phulambri,Chhatrapati Sambhajinagar (Aurangabad)
Nitin Holkar,8606291098,nitinholkar@nexora.in,farm123,Latur,Latur
Vasudev Pardeshi,9568878414,vasudevpardesh@nexora.in,farm123,Maval,Pune
Baburao Powar,8621821849,baburaopowar@nexora.in,farm123,Khalapur,Raigad
Sunil Rane,9661739249,sunilrane@nexora.in,farm123,Devgad,Sindhudurg
Raghunath Satpute,6946820391,raghunathsatpu@nexora.in,farm123,Shirur Anantpal,Latur
Ishwar Thorat,7550461429,ishwarthorat@nexora.in,farm123,Washim,Washim
Sunil Deshmukh,8096848537,sunildeshmukh@nexora.in,farm123,Vaijapur,Chhatrapati Sambhajinagar (Aurangabad)
Shrikant Tupe,6649299284,shrikanttupe@nexora.in,farm123,Ulhasnagar,Thane
Manisha Salunkhe,9109228943,manishasalunkh@nexora.in,farm123,Darwha,Yavatmal
Tanaji Chavhan,9473782883,tanajichavhan@nexora.in,farm123,Kankavli,Sindhudurg
Maruti More,7887372432,marutimore@nexora.in,farm123,Karanja,Washim
Mangal Rane,6702814107,mangalrane@nexora.in,farm123,Karanja,Wardha
Raghunath Naikwadi,7357502254,raghunathnaikw@nexora.in,farm123,Buldhana,Buldhana
Anand Takawale,8589025457,anandtakawale@nexora.in,farm123,Andheri,Mumbai Suburban
Sunita Pardeshi,9368324710,sunitapardeshi@nexora.in,farm123,Mangrulpir,Washim
Sanjay Joshi,8245601654,sanjayjoshi@nexora.in,farm123,Mouda,Nagpur
Keshav Kulkarni,7062126784,keshavkulkarni@nexora.in,farm123,Dhule,Dhule
Vijay Kulkarni,8517612503,vijaykulkarni@nexora.in,farm123,Balapur,Akola
Ramchandra Jadhav,9635732666,ramchandrajadh@nexora.in,farm123,Baramati,Pune
Chhaya Zaware,6890697730,chhayazaware@nexora.in,farm123,Sudhagad-Pali,Raigad
Gopal Kale,9257670364,gopalkale@nexora.in,farm123,Kalamnuri,Hingoli
Milind Powar,7877093416,milindpowar@nexora.in,farm123,Kurla,Mumbai Suburban
Gopal Shelke,7535238727,gopalshelke@nexora.in,farm123,Manora,Washim
Maruti Jadhav,6404992929,marutijadhav2@nexora.in,farm123,Gadchiroli,Gadchiroli
Usha Hande,8920177882,ushahande@nexora.in,farm123,Ghatanji,Yavatmal
Vandana Vhatkar,9230577429,vandanavhatkar@nexora.in,farm123,Kankavli,Sindhudurg
Tanaji Bhandare,6313740841,tanajibhandare@nexora.in,farm123,Shrirampur,Ahilyanagar (Ahmednagar)
Sopan Jare,9946731776,sopanjare@nexora.in,farm123,Buldhana,Buldhana
Sunil Borate,9179364831,sunilborate2@nexora.in,farm123,Patan,Satara
Sunita Kale,7863380608,sunitakale@nexora.in,farm123,Sindkheda,Dhule
Amol Randhawa,9767128222,amolrandhawa2@nexora.in,farm123,Panhala,Kolhapur
Jyoti Sable,8164093534,jyotisable@nexora.in,farm123,Mohol,Solapur
Gopichand Ghorpade,9139276742,gopichandghorp@nexora.in,farm123,Sindkhed Raja,Buldhana
Ramesh Ubale,8439337857,rameshubale@nexora.in,farm123,Shirur Anantpal,Latur
Umesh Dhumal,9908490543,umeshdhumal@nexora.in,farm123,Kadegaon,Sangli
Seema Bhagat,9862718220,seemabhagat@nexora.in,farm123,Vikramgad,Palghar
Vimal Sable,7830155131,vimalsable2@nexora.in,farm123,Akot,Akola
Anita Mahajan,9560236525,anitamahajan@nexora.in,farm123,Kagal,Kolhapur
Rajendra Ghule,8251418623,rajendraghule@nexora.in,farm123,Kurla,Mumbai Suburban
Snehal Zaware,7605499493,snehalzaware@nexora.in,farm123,Parola,Jalgaon
Rajesh Dabhade,6055909893,rajeshdabhade@nexora.in,farm123,Deglur,Nanded
Mangesh Kale,7223193498,mangeshkale@nexora.in,farm123,Nandgaon Khandeshwar,Amravati
Shankar Nalawade,8677932799,shankarnalawad@nexora.in,farm123,Khatav,Satara
Dilip Bhandare,9443086053,dilipbhandare@nexora.in,farm123,Alibag,Raigad
Dattatray Waghmare,9233038176,dattatraywaghm@nexora.in,farm123,Chandwad,Nashik
Baburao Shinde,8501863207,baburaoshinde@nexora.in,farm123,Dadar,Mumbai City
Suresh Bhandare,9358634925,sureshbhandare@nexora.in,farm123,Igatpuri,Nashik
Bandu Jagtap,9121477691,bandujagtap@nexora.in,farm123,Mangalvedhe,Solapur
Vasant Kale,9122218419,vasantkale@nexora.in,farm123,Sindkhed Raja,Buldhana
Swati Kale,9442043099,swatikale@nexora.in,farm123,Vaijapur,Chhatrapati Sambhajinagar (Aurangabad)
Lata Jadhav,6937396636,latajadhav@nexora.in,farm123,Akole,Ahilyanagar (Ahmednagar)
Bandu Gawali,9538530276,bandugawali@nexora.in,farm123,Bhadgaon,Jalgaon
Radhika Solanke,9423262600,radhikasolanke@nexora.in,farm123,Malad,Mumbai Suburban
Bapurao Dabhade,6673202399,bapuraodabhade@nexora.in,farm123,Risod,Washim
Jagdish More,7411973452,jagdishmore2@nexora.in,farm123,Raver,Jalgaon
Laxman Joshi,6255941546,laxmanjoshi2@nexora.in,farm123,Ausa,Latur
Popat Hande,9691669547,popathande@nexora.in,farm123,Mulchera,Gadchiroli
Sushila Mahajan,7805553734,sushilamahajan2@nexora.in,farm123,Dharangaon,Jalgaon
Sachin Solanke,9945332074,sachinsolanke@nexora.in,farm123,Jat,Sangli
Sopan Nikam,6311237649,sopannikam3@nexora.in,farm123,Jamkhed,Ahilyanagar (Ahmednagar)
Sunanda Ghorpade,9732704060,sunandaghorpad@nexora.in,farm123,Trimbakeshwar,Nashik
Dattatray Jare,9681186439,dattatrayjare@nexora.in,farm123,Risod,Washim
Rajesh Deshmukh,9477594912,rajeshdeshmukh@nexora.in,farm123,Malegaon,Washim
Radhika Jare,6367623350,radhikajare@nexora.in,farm123,Dharni,Amravati
Swati Zende,8874147022,swatizende@nexora.in,farm123,Shahada,Nandurbar
Anita Powar,6578608252,anitapowar@nexora.in,farm123,Kalwan,Nashik
Shivaji Shinde,6559493097,shivajishinde@nexora.in,farm123,Badnapur,Jalna
Radhika Landge,6021383477,radhikalandge@nexora.in,farm123,Jafrabad,Jalna
Pravin Bansode,6564593108,pravinbansode@nexora.in,farm123,Karmala,Solapur
Kamal Rane,9872619093,kamalrane@nexora.in,farm123,Salekasa,Gondia
Baban Joshi,9372681644,babanjoshi@nexora.in,farm123,Ahmedpur,Latur
Sunanda Jagtap,8744940514,sunandajagtap@nexora.in,farm123,Purandhar,Pune
Kamal Holkar,8398896480,kamalholkar@nexora.in,farm123,Mohadi,Bhandara
Dilip Gaikwad,9701498428,dilipgaikwad2@nexora.in,farm123,Washim,Washim
Sunil Mhaske,7364852710,sunilmhaske@nexora.in,farm123,Colaba,Mumbai City
Vinod Satpute,6194780453,vinodsatpute@nexora.in,farm123,Byculla,Mumbai City
Rahul Gaikwad,8979329360,rahulgaikwad@nexora.in,farm123,Malegaon,Nashik
Ganesh Vibhute,8844938853,ganeshvibhute@nexora.in,farm123,Dadar,Mumbai City
Madhukar Chavhan,9216717502,madhukarchavha@nexora.in,farm123,Ratnagiri,Ratnagiri
Kavita Landge,6860499188,kavitalandge@nexora.in,farm123,Kankavli,Sindhudurg
Chhaya Bansode,8992379151,chhayabansode@nexora.in,farm123,Karanja,Wardha
Vinod Chavan,7376169798,vinodchavan@nexora.in,farm123,Parner,Ahilyanagar (Ahmednagar)
Zaheer Khedkar,7176505735,zaheerkhedkar@nexora.in,farm123,Manwath,Parbhani
Meera Waghmare,8976363729,meerawaghmare2@nexora.in,farm123,Sawantwadi,Sindhudurg
Bhausaheb Jare,9510781429,bhausahebjare@nexora.in,farm123,Umred,Nagpur
Shrikant Tupe,6541708308,shrikanttupe2@nexora.in,farm123,Renapur,Latur
Yogesh Dabhade,8010011010,yogeshdabhade@nexora.in,farm123,Bhusawal,Jalgaon
Kailas Lokhande,9965659562,kailaslokhande@nexora.in,farm123,Gadchiroli,Gadchiroli
Dnyaneshwar Ghule,7555052056,dnyaneshwarghu2@nexora.in,farm123,Borivali,Mumbai Suburban
Sunil Deshpande,8846338615,sunildeshpande@nexora.in,farm123,Colaba,Mumbai City
Vinod Suryawanshi,8284972352,vinodsuryawans@nexora.in,farm123,Vengurla,Sindhudurg
Shankar Deshpande,8122758574,shankardeshpan@nexora.in,farm123,Rajura,Chandrapur
Manohar Kachare,8972454592,manoharkachare@nexora.in,farm123,Mahad,Raigad
Dnyaneshwar Kulkarni,9761946892,dnyaneshwarkul@nexora.in,farm123,Malkapur,Buldhana
Bharat Zaware,8198946928,bharatzaware@nexora.in,farm123,Sironcha,Gadchiroli
Amol Deshpande,7950920159,amoldeshpande@nexora.in,farm123,Hingna,Nagpur
Pravin Suryawanshi,6509737980,pravinsuryawan@nexora.in,farm123,Achalpur,Amravati
Madhukar Ghule,7021368586,madhukarghule@nexora.in,farm123,Wadwani,Beed
Sunita Naikwadi,9098338627,sunitanaikwadi@nexora.in,farm123,Sakri,Dhule
Bhausaheb Shelke,6490061114,bhausahebshelk@nexora.in,farm123,Bhum,Dharashiv (Osmanabad)
Anita Rasal,8471801898,anitarasal@nexora.in,farm123,Jiwati,Chandrapur
Swati Jagtap,6100906189,swatijagtap2@nexora.in,farm123,Gadhinglaj,Kolhapur
Chandrakant Landge,7635593410,chandrakantlan@nexora.in,farm123,Mangaon,Raigad
Manohar Vhatkar,8497598702,manoharvhatkar@nexora.in,farm123,Dhamangaon,Amravati
Ramesh Salunkhe,9281597053,rameshsalunkhe@nexora.in,farm123,Ahmedpur,Latur
Sadashiv Solanke,9137886610,sadashivsolank@nexora.in,farm123,Nandurbar,Nandurbar
Kalpana Jadhav,8701561507,kalpanajadhav@nexora.in,farm123,Georai,Beed
Ishwar Deshmukh,9521628229,ishwardeshmukh@nexora.in,farm123,Nandgaon,Nashik
Kamal Ghadge,8648406529,kamalghadge@nexora.in,farm123,Bhandara,Bhandara
Kavita Nalawade,8980170376,kavitanalawade@nexora.in,farm123,Pachora,Jalgaon
Tukaram Dhumal,8581506907,tukaramdhumal@nexora.in,farm123,Sindkheda,Dhule
Manohar Nalawade,8549480181,manoharnalawad@nexora.in,farm123,Ambarnath,Thane
Sopan Thorat,6975326930,sopanthorat@nexora.in,farm123,Aurangabad,Chhatrapati Sambhajinagar (Aurangabad)
Vithal Chougule,6943744986,vithalchougule@nexora.in,farm123,Dharangaon,Jalgaon
Rekha Dhumal,7315788281,rekhadhumal@nexora.in,farm123,Khandala,Satara
Madhukar Zaware,8662329173,madhukarzaware@nexora.in,farm123,Goregaon,Gondia
Chhaya Adsul,8208193167,chhayaadsul@nexora.in,farm123,Desaiganj,Gadchiroli
Vasudev Bhandare,7521227237,vasudevbhandar@nexora.in,farm123,Akot,Akola
Sarika Tupe,7629057863,sarikatupe@nexora.in,farm123,Ratnagiri,Ratnagiri
Eknath Rasal,9254546331,eknathrasal2@nexora.in,farm123,Chandgad,Kolhapur
Neelam Yadav,9848690952,neelamyadav@nexora.in,farm123,Biloli,Nanded
Archana Bansode,8754528553,archanabansode@nexora.in,farm123,Surgana,Nashik
Sunita Zaware,6598089610,sunitazaware@nexora.in,farm123,Washim,Washim
Sadashiv Randhawa,8277941853,sadashivrandha@nexora.in,farm123,Kuhi,Nagpur
Yogesh Ubale,8920690313,yogeshubale@nexora.in,farm123,Andheri,Mumbai Suburban
Prashant Jare,9953625745,prashantjare@nexora.in,farm123,Dharmabad,Nanded
Pravin Zaware,8120166731,pravinzaware2@nexora.in,farm123,Raver,Jalgaon
Vinod Mane,6793384515,vinodmane@nexora.in,farm123,Ner,Yavatmal
Sadashiv Zende,9890740507,sadashivzende2@nexora.in,farm123,Badnapur,Jalna
Anand Kale,8512827056,anandkale2@nexora.in,farm123,Murud,Raigad
Gopal Kulkarni,6228069368,gopalkulkarni@nexora.in,farm123,Parola,Jalgaon
Sunita Lokhande,6940080032,sunitalokhande@nexora.in,farm123,Tuljapur,Dharashiv (Osmanabad)
Krushna Jare,7580542055,krushnajare@nexora.in,farm123,Murbad,Thane
Anand Dabhade,8250004527,ananddabhade2@nexora.in,farm123,Purna,Parbhani
Kamal Hiwale,8989691916,kamalhiwale@nexora.in,farm123,Tasgaon,Sangli
Govind Jadhav,8526331164,govindjadhav@nexora.in,farm123,Mantha,Jalna
Laxman Sable,9975398189,laxmansable@nexora.in,farm123,Balapur,Akola
Milind Ghorpade,8639293339,milindghorpade@nexora.in,farm123,Kandhar,Nanded
Deepak Nalawade,6540472028,deepaknalawade@nexora.in,farm123,Digras,Yavatmal
Kalpana Pawar,7766195110,kalpanapawar@nexora.in,farm123,Igatpuri,Nashik
Madhuri Solanke,8679228434,madhurisolanke2@nexora.in,farm123,Ambegaon,Pune
Pandurang Randhawa,7318658741,pandurangrandh@nexora.in,farm123,Saoli,Chandrapur
Maruti Adsul,7915305789,marutiadsul@nexora.in,farm123,Deoli,Wardha
Pandurang Salunkhe,7098498240,pandurangsalun@nexora.in,farm123,Dhadgaon,Nandurbar
Baban Sable,6741224029,babansable@nexora.in,farm123,Chalisgaon,Jalgaon
Ramchandra Zende,6540122311,ramchandrazend@nexora.in,farm123,Panhala,Kolhapur
Dattatray Landge,8189850173,dattatraylandg@nexora.in,farm123,Pombhurna,Chandrapur
Manisha Ubale,6702234230,manishaubale@nexora.in,farm123,Akkalkuwa,Nandurbar
Mangal Sable,8170667373,mangalsable2@nexora.in,farm123,Ghansawangi,Jalna
Amol Ghorpade,9074460994,amolghorpade@nexora.in,farm123,Renapur,Latur
Bapurao Nalawade,9281710313,bapuraonalawad@nexora.in,farm123,Wardha,Wardha
Jagdish Landge,7086010767,jagdishlandge@nexora.in,farm123,Sengaon,Hingoli
Baban Tupe,8398923079,babantupe@nexora.in,farm123,Vasai,Palghar
Baban Chougule,8865605633,babanchougule2@nexora.in,farm123,Karad,Satara
Raghunath Adsul,8682552794,raghunathadsul@nexora.in,farm123,Pune City,Pune
Yamuna Gadhave,9174512036,yamunagadhave@nexora.in,farm123,Solapur North,Solapur
Sarika Chavan,7482285756,sarikachavan@nexora.in,farm123,Atpadi,Sangli
Yashwant Kulkarni,9693793975,yashwantkulkar@nexora.in,farm123,Hingoli,Hingoli
Lata Chavan,8843257192,latachavan@nexora.in,farm123,Nandura,Buldhana
Ravi Yeole,9645152597,raviyeole2@nexora.in,farm123,Ashti,Wardha
Dilip Shelke,6511207999,dilipshelke@nexora.in,farm123,Aundha Nagnath,Hingoli
Jagdish Chavhan,9981380125,jagdishchavhan@nexora.in,farm123,Thane,Thane
Radhika More,6451434801,radhikamore2@nexora.in,farm123,Sangole,Solapur
Gopal Deshpande,6771604665,gopaldeshpande@nexora.in,farm123,Tumsar,Bhandara
Vandana Thorat,6499814155,vandanathorat@nexora.in,farm123,Arjuni-Morgaon,Gondia
Gopal Ghadge,6273164104,gopalghadge@nexora.in,farm123,Bhandara,Bhandara
Manohar Shinde,9562784268,manoharshinde@nexora.in,farm123,Ambegaon,Pune
Deepak Sathe,8130717288,deepaksathe@nexora.in,farm123,Nandura,Buldhana
Gopal Jadhav,7514398268,gopaljadhav@nexora.in,farm123,Sadak-Arjuni,Gondia
Baban Chougule,7740465005,babanchougule@nexora.in,farm123,Tiroda,Gondia
Krushna Shelke,8697914154,krushnashelke@nexora.in,farm123,Kalyan,Thane
Govind Bhagat,7868630852,govindbhagat2@nexora.in,farm123,Basmath,Hingoli
Rahul Jagtap,9396172966,rahuljagtap@nexora.in,farm123,Wadwani,Beed
Sushila Deshpande,6703452527,sushiladeshpan@nexora.in,farm123,Ashti,Wardha
Vishal Lokhande,9867173683,vishallokhande2@nexora.in,farm123,Sadak-Arjuni,Gondia
Manisha Pardeshi,6158952109,manishapardesh@nexora.in,farm123,Aheri,Gadchiroli
Kalpana Fadnavis,6509675198,kalpanafadnavi@nexora.in,farm123,Dharni,Amravati
Hanumant Bansode,7648149253,hanumantbansod@nexora.in,farm123,Malwan,Sindhudurg
Vimal Nalawade,8677278082,vimalnalawade@nexora.in,farm123,Sengaon,Hingoli
Raghunath Lokhande,9127496453,raghunathlokha@nexora.in,farm123,Tiroda,Gondia
Ramesh Randhawa,7119809062,rameshrandhawa@nexora.in,farm123,Tiroda,Gondia
Umesh Dabhade,7571725443,umeshdabhade@nexora.in,farm123,Tumsar,Bhandara
Neelam Kachare,7998435274,neelamkachare@nexora.in,farm123,Parel,Mumbai City
Bhausaheb Yadav,6332041518,bhausahebyadav@nexora.in,farm123,Kavathemahankal,Sangli
Bapurao Solanke,9081240706,bapuraosolanke@nexora.in,farm123,Ner,Yavatmal
Jagdish Jagtap,8323791866,jagdishjagtap@nexora.in,farm123,Parel,Mumbai City
Chandrakant Nikam,6220591693,chandrakantnik@nexora.in,farm123,Pathri,Parbhani
Nanda Dabhade,8746944135,nandadabhade@nexora.in,farm123,Sonpeth,Parbhani
Jagdish Vibhute,8742022484,jagdishvibhute2@nexora.in,farm123,Rahata,Ahilyanagar (Ahmednagar)
Ravindra Yadav,8244843889,ravindrayadav@nexora.in,farm123,Shevgaon,Ahilyanagar (Ahmednagar)
Ashok Ubale,7752246834,ashokubale@nexora.in,farm123,Renapur,Latur
Bhausaheb Waghmare,8323481695,bhausahebwaghm@nexora.in,farm123,Nandgaon Khandeshwar,Amravati
Yashwant Chavhan,6207334436,yashwantchavha2@nexora.in,farm123,Pauni,Bhandara
Pravin Wagh,8002910168,pravinwagh@nexora.in,farm123,Udgir,Latur
Sunita Kulkarni,8093662122,sunitakulkarni@nexora.in,farm123,Goregaon,Gondia
Dilip Gadhave,9478118303,dilipgadhave@nexora.in,farm123,Purna,Parbhani
Anil Yadav,8811329029,anilyadav@nexora.in,farm123,Fort,Mumbai City
Rekha Sable,7632183522,rekhasable@nexora.in,farm123,Malegaon,Washim
Anita Waghmare,6519779100,anitawaghmare@nexora.in,farm123,Warud,Amravati
Yogesh Powar,6007992266,yogeshpowar@nexora.in,farm123,Sindkheda,Dhule
Krushna Mane,9616512507,krushnamane@nexora.in,farm123,Jaoli,Satara
Ganesh Pardeshi,7261260579,ganeshpardeshi@nexora.in,farm123,Karanja,Wardha
Sindhu Patil,7954457162,sindhupatil@nexora.in,farm123,Hingoli,Hingoli
Deepak Deshpande,7274830620,deepakdeshpand@nexora.in,farm123,Pombhurna,Chandrapur
Gopal Joshi,8506378506,gopaljoshi@nexora.in,farm123,Karvir,Kolhapur
Usha Kadam,8758561745,ushakadam@nexora.in,farm123,Gondpimpri,Chandrapur
Dattatray Chougule,8523144327,dattatraychoug@nexora.in,farm123,Karjat,Ahilyanagar (Ahmednagar)
Yamuna Wagh,8270861545,yamunawagh@nexora.in,farm123,Ghansawangi,Jalna
Bandu Ubhe,9847930703,banduubhe@nexora.in,farm123,Basmath,Hingoli
Dattatray Dabhade,6996538778,dattatraydabha@nexora.in,farm123,Panhala,Kolhapur
Bandu Kadam,7413316818,bandukadam@nexora.in,farm123,Jat,Sangli
Keshav Chavan,6956260380,keshavchavan@nexora.in,farm123,Hatkanangale,Kolhapur
Vandana Nalawade,9205986737,vandananalawad@nexora.in,farm123,Vengurla,Sindhudurg
Pushpa Ubhe,9790660756,pushpaubhe@nexora.in,farm123,Morshi,Amravati
Ramesh Hande,8734718234,rameshhande3@nexora.in,farm123,Shirur-Kasar,Beed
Raghunath Ubale,8945119276,raghunathubale@nexora.in,farm123,Bhudargad,Kolhapur
Lata Ghule,7291938919,lataghule@nexora.in,farm123,Chandurbazar,Amravati
Kiran Vhatkar,6976879884,kiranvhatkar@nexora.in,farm123,Vikramgad,Palghar
Tanaji Bhosale,7544188188,tanajibhosale@nexora.in,farm123,Akola,Akola
Vandana Tupe,9997340527,vandanatupe@nexora.in,farm123,Sakri,Dhule
Madhukar Ubhe,9699493445,madhukarubhe@nexora.in,farm123,Shirpur,Dhule
Sunil Pardeshi,9972014748,sunilpardeshi@nexora.in,farm123,Jawhar,Palghar
Gopal Ghule,6879232297,gopalghule@nexora.in,farm123,Buldhana,Buldhana
Sindhu Kadam,9220455430,sindhukadam@nexora.in,farm123,Palghar,Palghar
Vasudev Sathe,6009969069,vasudevsathe2@nexora.in,farm123,Mahabaleshwar,Satara
Anand Solanke,8433155404,anandsolanke@nexora.in,farm123,Deoli,Wardha
Ramchandra Bhandare,9446834007,ramchandrabhan@nexora.in,farm123,Sudhagad-Pali,Raigad
Archana Waghmare,9594262160,archanawaghmar@nexora.in,farm123,Palam,Parbhani
Bandu Jadhav,7540439298,bandujadhav@nexora.in,farm123,Barshi,Solapur
Suresh Kadam,9465922491,sureshkadam@nexora.in,farm123,Solapur South,Solapur
Anand Waghmare,7222952122,anandwaghmare@nexora.in,farm123,Bhandara,Bhandara
Sunanda Shinde,6628015542,sunandashinde@nexora.in,farm123,Dadar,Mumbai City
Baban Shinde,8559211241,babanshinde@nexora.in,farm123,Umarga,Dharashiv (Osmanabad)
Namdev Gaikwad,8312903383,namdevgaikwad@nexora.in,farm123,Sailu,Parbhani
Bhausaheb Tupe,9029882149,bhausahebtupe@nexora.in,farm123,Chandrapur,Chandrapur
Dnyaneshwar Deshpande,6454130344,dnyaneshwardes@nexora.in,farm123,Tiroda,Gondia
Yashwant Sathe,7500808903,yashwantsathe@nexora.in,farm123,Ratnagiri,Ratnagiri
Suresh Ubale,9186909684,sureshubale@nexora.in,farm123,Khatav,Satara
Shobha Wagh,8155631097,shobhawagh@nexora.in,farm123,Vikramgad,Palghar
Sunita Bhandare,7398490416,sunitabhandare@nexora.in,farm123,Shirala,Sangli
Bapurao Dhumal,6266731719,bapuraodhumal@nexora.in,farm123,Parola,Jalgaon
Manisha Nikam,6420502538,manishanikam@nexora.in,farm123,Baglan,Nashik
Nitin Lokhande,8062434185,nitinlokhande@nexora.in,farm123,Jamkhed,Ahilyanagar (Ahmednagar)
Mangal Salunkhe,6455669947,mangalsalunkhe@nexora.in,farm123,Bhokardan,Jalna
Sopan Ubhe,7343526432,sopanubhe@nexora.in,farm123,Pombhurna,Chandrapur
Milind Ohol,7739084381,milindohol@nexora.in,farm123,Shrirampur,Ahilyanagar (Ahmednagar)
Jagdish Bhosale,8436926025,jagdishbhosale@nexora.in,farm123,Kudal,Sindhudurg
