name,mobile,email,password,taluka,district,companyName
Suresh Zaware,8858793679,adarshspicetrade@nexora.in,buy123,Sengaon,Hingoli,Adarsh Spice Traders
Vandana Fadnavis,9782991598,kedareshwartexti@nexora.in,buy123,Dhule,Dhule,Kedareshwar Textiles Pvt Ltd
Madhuri Dhumal,7710312728,yashwantcottontr3@nexora.in,buy123,Ashti,Wardha,Yashwant Cotton Traders
Rupali Hande,9948985736,godavarivalleyco2@nexora.in,buy123,Chikhaldara,Amravati,Godavari Valley Cotton Ginning & Pressing
Anjali Joshi,9284053267,waingangacashewe@nexora.in,buy123,Sangameshwar,Ratnagiri,Wainganga Cashew Exports Pvt Ltd
Jyoti Rathod,6534468826,mulamuthaoilmill@nexora.in,buy123,Khamgaon,Buldhana,Mula-Mutha Oil Mills Pvt Ltd
Shankar Powar,6757216477,bhogawatisoybean@nexora.in,buy123,Mahagaon,Yavatmal,Bhogawati Soybean Traders
Anjali Chavan,8308101848,rajlaxmicitrusex2@nexora.in,buy123,Ashti,Wardha,Rajlaxmi Citrus Exports Pvt Ltd
Meera Deshmukh,6725688626,shivnerisugarfac@nexora.in,buy123,Maan,Satara,Shivneri Sugar Factory
Sarika Gawali,6847901736,balajicottonginn@nexora.in,buy123,Sindkheda,Dhule,Balaji Cotton Ginning & Pressing
Prakash Gadhave,9586694280,rajlaxmioniontra@nexora.in,buy123,Shirpur,Dhule,Rajlaxmi Onion Traders
Namdev Powar,7224983976,kedareshwarspice@nexora.in,buy123,Sengaon,Hingoli,Kedareshwar Spice Traders
Ganesh Chavan,9105095260,amrutfoodsexport@nexora.in,buy123,Malad,Mumbai Suburban,Amrut Foods & Exports Pvt Ltd
Manohar Shelke,8296502733,suryafruittrader@nexora.in,buy123,Talasari,Palghar,Surya Fruit Traders Pvt Ltd
Anjali Nikam,8613044516,jaibhavaniagroex@nexora.in,buy123,Shahapur,Thane,Jai Bhavani Agro Exports Pvt Ltd
Dilip Mane,9755228864,priyafruitexport@nexora.in,buy123,Mohol,Solapur,Priya Fruit Exports Pvt Ltd
Amol Bhandare,9161772367,someshwarstrawbe@nexora.in,buy123,Mahabaleshwar,Satara,Someshwar Strawberry Jam Ltd
Eknath Chougule,6386747449,sinhagadagroexpo@nexora.in,buy123,Wai,Satara,Sinhagad Agro Exports Pvt Ltd
Pooja Pawar,9982718246,purnavalleyfoodg@nexora.in,buy123,Gondia,Gondia,Purna Valley Foodgrains Pvt Ltd
Snehal Thorat,9781273355,rajhansalphonsoe2@nexora.in,buy123,Devgad,Sindhudurg,Rajhans Alphonso Exports
Rajendra Kulkarni,7443697379,harihareshwarfoo2@nexora.in,buy123,Lakhandur,Bhandara,Harihareshwar Foodgrains Pvt Ltd
Dattatray Sable,6799764689,jaihindcottongin@nexora.in,buy123,Ashti,Wardha,Jaihind Cotton Ginning & Pressing
Rajesh Gaikwad,6861859358,ekviraricetrader@nexora.in,buy123,Lakhandur,Bhandara,Ekvira Rice Traders Pvt Ltd
Vasant Rathod,9498174520,tapisugarspvtltd@nexora.in,buy123,Sangamner,Ahilyanagar (Ahmednagar),Tapi Sugars Pvt Ltd
Rupali Rane,6449481397,padmavaticottong2@nexora.in,buy123,Telhara,Akola,Padmavati Cotton Ginning & Pressing
Tanaji Mane,9511253287,shivnerivineyard@nexora.in,buy123,Trimbakeshwar,Nashik,Shivneri Vineyards
Pravin Sable,7272083064,digvijaysugarfac@nexora.in,buy123,Sillod,Chhatrapati Sambhajinagar (Aurangabad),Digvijay Sugar Factory
Eknath Kulkarni,8139035626,saialphonsoexpor@nexora.in,buy123,Lanja,Ratnagiri,Sai Alphonso Exports
Amol Chougule,6342366712,pragatisuparitra@nexora.in,buy123,Dodamarg,Sindhudurg,Pragati Supari Traders
Sunil Rane,9418536730,karhakokumagropr@nexora.in,buy123,Chiplun,Ratnagiri,Karha Kokum Agro Products
Anjali Kadam,9495004698,bhogawatihapusex@nexora.in,buy123,Chiplun,Ratnagiri,Bhogawati Hapus Exports Pvt Ltd
Jyoti Kulkarni,9174515388,shubhamfruitexpo@nexora.in,buy123,Patoda,Beed,Shubham Fruit Exports Pvt Ltd
Archana Patil,9036649071,ganeshcottontrad@nexora.in,buy123,Nandura,Buldhana,Ganesh Cotton Traders
Nanda Patil,7829809923,rajlaxmifoodgrai2@nexora.in,buy123,Latur,Latur,Rajlaxmi Foodgrains Pvt Ltd
Nanda Powar,7082257311,omcitrusexportsp@nexora.in,buy123,Deoli,Wardha,Om Citrus Exports Pvt Ltd
Prashant Gadhave,7910345627,kedareshwarricet2@nexora.in,buy123,Ambarnath,Thane,Kedareshwar Rice Traders Pvt Ltd
Hanumant Bhandare,6643771491,mulafoodsexports@nexora.in,buy123,Dadar,Mumbai City,Mula Foods & Exports Pvt Ltd
Bharat Lokhande,9993135053,nilkanthcottontr@nexora.in,buy123,Babhulgaon,Yavatmal,Nilkanth Cotton Traders
Umesh Bhandare,7189539201,girnarricetrader@nexora.in,buy123,Jiwati,Chandrapur,Girnar Rice Traders Pvt Ltd
Vinod Bhandare,7043947295,rajgadagrofoodsp@nexora.in,buy123,Sindkheda,Dhule,Rajgad Agro Foods Pvt Ltd
Seema Waghmare,8591735209,vaibhavfoodsexpo@nexora.in,buy123,Fort,Mumbai City,Vaibhav Foods & Exports Pvt Ltd
Popat Takawale,8721446627,annapurnasugarfa@nexora.in,buy123,Indapur,Pune,Annapurna Sugar Factory
Dilip Nalawade,8281632381,navjeevanoilmill@nexora.in,buy123,Chandurbazar,Amravati,Navjeevan Oil Mills Pvt Ltd
Bapurao Sable,8483783210,waranaricemills@nexora.in,buy123,Sakoli,Bhandara,Warana Rice Mills
Archana Holkar,6197409694,kisansugarfactor@nexora.in,buy123,Shevgaon,Ahilyanagar (Ahmednagar),Kisan Sugar Factory
Balasaheb Mane,6021379451,ghodoilmillspvtl@nexora.in,buy123,Washi,Dharashiv (Osmanabad),Ghod Oil Mills Pvt Ltd
Vishal Suryawanshi,9518884341,manasfoodsexport@nexora.in,buy123,Bandra,Mumbai Suburban,Manas Foods & Exports Pvt Ltd
Snehal Shelke,9168012352,rushikeshagrotra@nexora.in,buy123,Bandra,Mumbai Suburban,Rushikesh Agro Trading Co.
Tanaji Nalawade,7533327294,yashwantagroexpo@nexora.in,buy123,Murbad,Thane,Yashwant Agro Exports Pvt Ltd
Kiran Ghadge,8656321223,chandramangotrad@nexora.in,buy123,Ratnagiri,Ratnagiri,Chandra Mango Traders
Vijay Wagh,8387404934,vithobagrapeexpo@nexora.in,buy123,Nashik,Nashik,Vithoba Grape Exports Pvt Ltd
Rupali Joshi,6399601211,mulacitrusexport2@nexora.in,buy123,Parseoni,Nagpur,Mula Citrus Exports Pvt Ltd
Snehal Chavan,8479764801,balajicottonmill@nexora.in,buy123,Hinganghat,Wardha,Balaji Cotton Mills Ltd
Pravin More,9455242718,navjeevandalmill@nexora.in,buy123,Ahmedpur,Latur,Navjeevan Dal Mills
Rupali More,7202001984,malharsoyaproces@nexora.in,buy123,Washi,Dharashiv (Osmanabad),Malhar Soya Processors
Deepak Patil,9674445918,vaibhavricetrade@nexora.in,buy123,Bhandara,Bhandara,Vaibhav Rice Traders Pvt Ltd
Anita Pawar,7064071799,bhimaricetraders4@nexora.in,buy123,Etapalli,Gadchiroli,Bhima Rice Traders Pvt Ltd
Shrikant Ghadge,6292401021,ganeshonionveget@nexora.in,buy123,Shirpur,Dhule,Ganesh Onion & Vegetable Traders
Swati Kulkarni,6544629042,mulamuthacottonm@nexora.in,buy123,Wardha,Wardha,Mula-Mutha Cotton Mills Ltd
Dilip Bhosale,9213737369,ashokasoyaproces@nexora.in,buy123,Kandhar,Nanded,Ashoka Soya Processors
Vishal Zaware,6809478585,mangalmurtiagroi@nexora.in,buy123,Ausa,Latur,Mangalmurti Agro Industries
Eknath Randhawa,7877400394,konkanagroindust@nexora.in,buy123,Loha,Nanded,Konkan Agro Industries
Sunil Khedkar,6271621517,sahyadrisoyaproc@nexora.in,buy123,Basmath,Hingoli,Sahyadri Soya Processors
Bapurao Mane,7645491705,ajinkyafoodsexpo@nexora.in,buy123,Bandra,Mumbai Suburban,Ajinkya Foods & Exports Pvt Ltd
Vasant Ubale,8178251164,waingangaricemil@nexora.in,buy123,Vada,Palghar,Wainganga Rice Mills
Kalpana More,9686219613,sinhagadcottontr2@nexora.in,buy123,Parli,Beed,Sinhagad Cotton Traders
Gopal Rathod,9444237212,chhatrapatisoyap@nexora.in,buy123,Jalkot,Latur,Chhatrapati Soya Processors
Madhuri Kadam,9487043837,navjeevanspicetr@nexora.in,buy123,Umri,Nanded,Navjeevan Spice Traders
Shankar Fadnavis,6271398223,rajmatasahakaris@nexora.in,buy123,Shirur,Pune,Rajmata Sahakari Sakhar Karkhana
Dilip Zaware,6018283643,anjalitenduleave@nexora.in,buy123,Dhanora,Gadchiroli,Anjali Tendu Leaves Co.
Gopichand Deshmukh,8385503518,mahindraflowertr@nexora.in,buy123,Shirur,Pune,Mahindra Flower Traders Pvt Ltd
Manohar Zaware,7973833955,mulamuthapulsest@nexora.in,buy123,Ausa,Latur,Mula-Mutha Pulses Traders Pvt Ltd
Prashant Nikam,8082737729,kaveriorangeproc@nexora.in,buy123,Narkhed,Nagpur,Kaveri Orange Processing Co.
Namdev Kulkarni,7677977478,laxmifreshvegeta@nexora.in,buy123,Kalyan,Thane,Laxmi Fresh Vegetable Traders
Pravin Waghmare,7316846782,pragationionvege@nexora.in,buy123,Junnar,Pune,Pragati Onion & Vegetable Traders
Neelam Pawar,8011065878,ajinkyahapusexpo@nexora.in,buy123,Mandangad,Ratnagiri,Ajinkya Hapus Exports Pvt Ltd
Bapurao Joshi,7123991278,kundasoyaprocess@nexora.in,buy123,Risod,Washim,Kunda Soya Processors
Vijay Yadav,8867537529,vithobatextilesp@nexora.in,buy123,Seloo,Wardha,Vithoba Textiles Pvt Ltd
Kavita Mahajan,8222805377,niraoilmillspvtl@nexora.in,buy123,Basmath,Hingoli,Nira Oil Mills Pvt Ltd
Vasant Waghmare,8686834497,kalikaturmericpr@nexora.in,buy123,Kadegaon,Sangli,Kalika Turmeric Processing Co.
Sunil Vhatkar,9806671723,krishnacottontra@nexora.in,buy123,Pachora,Jalgaon,Krishna Cotton Traders
Namdev Rane,9810929343,krishnawinespvtl2@nexora.in,buy123,Sinnar,Nashik,Krishna Wines Pvt Ltd
Bharat Mahajan,8419515852,sahyadriricetrad2@nexora.in,buy123,Tiroda,Gondia,Sahyadri Rice Traders Pvt Ltd
Vijay Kulkarni,8142768313,konkansugarfacto@nexora.in,buy123,Bhum,Dharashiv (Osmanabad),Konkan Sugar Factory
Ganesh Kadam,6713831312,panchgangatextil@nexora.in,buy123,Pusad,Yavatmal,Panchganga Textiles Pvt Ltd
Yogesh Kadam,7811211355,waingangasoybean@nexora.in,buy123,Murtajapur,Akola,Wainganga Soybean Traders
Kavita Nikam,6618200638,vitthalgrapeexpo2@nexora.in,buy123,Velhe,Pune,Vitthal Grape Exports Pvt Ltd
Milind Ghadge,8041042346,waranafreshveget@nexora.in,buy123,Ulhasnagar,Thane,Warana Fresh Vegetable Traders
Shrikant Ubale,6521690458,rajhanssantratra@nexora.in,buy123,Chandurbazar,Amravati,Rajhans Santra Traders
Bharat Mahajan,6294963666,jaihindorangepro@nexora.in,buy123,Tiosa,Amravati,Jaihind Orange Processing Co.
Neelam Waghmare,7706493546,samratagriseedsc@nexora.in,buy123,Badnapur,Jalna,Samrat Agri Seeds Co.
Vishal Bhosale,7962659620,tirupatigrapeexp@nexora.in,buy123,Solapur South,Solapur,Tirupati Grape Exports Pvt Ltd
Mangesh Bhandare,6508169504,aishwaryasugarsp@nexora.in,buy123,Beed,Beed,Aishwarya Sugars Pvt Ltd
Sanjay Lokhande,6284529841,purnavalleyfresh@nexora.in,buy123,Murbad,Thane,Purna Valley Fresh Vegetable Traders
Seema Nikam,8870455011,sureshalphonsoex@nexora.in,buy123,Mandangad,Ratnagiri,Suresh Alphonso Exports
Madhuri Pawar,6023904248,samratricemills@nexora.in,buy123,Vada,Palghar,Samrat Rice Mills
Balasaheb Fadnavis,8681527967,kedareshwarricet@nexora.in,buy123,Armori,Gadchiroli,Kedareshwar Rice Traders Pvt Ltd
Anand Kulkarni,8646658662,nilkanthhaldiudy@nexora.in,buy123,Pathri,Parbhani,Nilkanth Haldi Udyog
Ramesh Hande,8908517747,lokmangaltendule2@nexora.in,buy123,Warora,Chandrapur,Lokmangal Tendu Leaves Co.
Mahendra Deshpande,8535709385,laxmicashewexpor@nexora.in,buy123,Mandangad,Ratnagiri,Laxmi Cashew Exports Pvt Ltd
Pravin Pawar,6099903036,priyacooperative@nexora.in,buy123,Khatav,Satara,Priya Cooperative Sugar Karkhana
Dattatray Bhagat,8278510074,vitthalricemills2@nexora.in,buy123,Mokhada,Palghar,Vitthal Rice Mills
Sunil Shelke,8760830287,aishwaryafreshve@nexora.in,buy123,Khed,Pune,Aishwarya Fresh Vegetable Traders
Mahendra Bhandare,9159417673,vitthalcottongin@nexora.in,buy123,Babhulgaon,Yavatmal,Vitthal Cotton Ginning & Pressing
Bapurao Suryawanshi,6531603840,someshwarsugarsp@nexora.in,buy123,Ambajogai,Beed,Someshwar Sugars Pvt Ltd
Shrikant Mahajan,8927774601,swarajricetrader@nexora.in,buy123,Gondia,Gondia,Swaraj Rice Traders Pvt Ltd
Gopichand Sathe,9983218184,sundarbantendule@nexora.in,buy123,Pombhurna,Chandrapur,Sundarban Tendu Leaves Co.
Amol Takawale,8355273545,saicottonginning2@nexora.in,buy123,Buldhana,Buldhana,Sai Cotton Ginning & Pressing
Amol Randhawa,7650778523,saifoodgrainspvt2@nexora.in,buy123,Lakhandur,Bhandara,Sai Foodgrains Pvt Ltd
Deepak Ubale,6828817975,sahyadriagroexpo@nexora.in,buy123,Ulhasnagar,Thane,Sahyadri Agro Exports Pvt Ltd
Manohar Nalawade,6437521154,navnathsoyaproce@nexora.in,buy123,Ahmedpur,Latur,Navnath Soya Processors
Rajendra Kulkarni,6083488284,nirasahakarisakh@nexora.in,buy123,Pathardi,Ahilyanagar (Ahmednagar),Nira Sahakari Sakhar Karkhana
Vinod Borate,9495858530,krishnaagrotechp2@nexora.in,buy123,Byculla,Mumbai City,Krishna AgroTech Pvt Ltd
Manohar Lokhande,9160267320,jankalyansoyapro2@nexora.in,buy123,Kalamb,Dharashiv (Osmanabad),Jankalyan Soya Processors
Vishal Kale,9535158844,vithobacooperati@nexora.in,buy123,Kalamb,Dharashiv (Osmanabad),Vithoba Cooperative Sugar Karkhana
Sarika Thorat,8864883422,vitthalagroindus@nexora.in,buy123,Nandura,Buldhana,Vitthal Agro Industries
Madhuri Shinde,8272646828,kranticottontrad2@nexora.in,buy123,Mehkar,Buldhana,Kranti Cotton Traders
Raghunath Kadam,7559025511,bhairavnathhapus@nexora.in,buy123,Ambarnath,Thane,Bhairavnath Hapus Exports Pvt Ltd
Prashant Zaware,6370337367,kedareshwaragris@nexora.in,buy123,Mantha,Jalna,Kedareshwar Agri Seeds Co.
Nanda Dhumal,8320762934,panchgangafruite@nexora.in,buy123,Mohol,Solapur,Panchganga Fruit Exports Pvt Ltd
Vishal Jadhav,6889008304,ashokaalphonsoex@nexora.in,buy123,Murud,Raigad,Ashoka Alphonso Exports
Popat Kadam,6458628483,panchvatitendule@nexora.in,buy123,Desaiganj,Gadchiroli,Panchvati Tendu Leaves Co.
Kiran Sathe,8913330383,kalikacitrusexpo@nexora.in,buy123,Ramtek,Nagpur,Kalika Citrus Exports Pvt Ltd
Ramesh Borate,9621777220,amrutasugarmills2@nexora.in,buy123,Shirala,Sangli,Amruta Sugar Mills Ltd
Namdev Hande,6817414333,krishnaagrotechp@nexora.in,buy123,Bandra,Mumbai Suburban,Krishna AgroTech Pvt Ltd
Pravin Suryawanshi,9707088510,shivshaktisahaka@nexora.in,buy123,Karvir,Kolhapur,Shivshakti Sahakari Sakhar Karkhana
Kiran Patil,6738331218,digvijaykandavya@nexora.in,buy123,Sakri,Dhule,Digvijay Kanda Vyapari Sangh
Prashant Gadhave,7617063201,tirupatibetelnut@nexora.in,buy123,Devgad,Sindhudurg,Tirupati Betelnut Exports
Sunil Vhatkar,8854489898,bhogawaticopraoi@nexora.in,buy123,Shrivardhan,Raigad,Bhogawati Copra & Oil Mills
Nanda Kadam,6177364328,jaibhavanicotton@nexora.in,buy123,Pusad,Yavatmal,Jai Bhavani Cotton Ginning & Pressing
Rajesh Powar,8808550469,utkarshaoilmills@nexora.in,buy123,Achalpur,Amravati,Utkarsha Oil Mills Pvt Ltd
Manisha Gawali,9596220146,indrayanifruittr@nexora.in,buy123,Amalner,Jalgaon,Indrayani Fruit Traders Pvt Ltd
Shivaji Powar,8710763941,sinnarcottonmill@nexora.in,buy123,Deglur,Nanded,Sinnar Cotton Mills Ltd
Deepak Randhawa,9506377834,rajmatasugarmill@nexora.in,buy123,Kadegaon,Sangli,Rajmata Sugar Mills Ltd
Nanda Randhawa,8784549563,rajendracottongi@nexora.in,buy123,Phulambri,Chhatrapati Sambhajinagar (Aurangabad),Rajendra Cotton Ginning & Pressing
Mangesh Solanke,7430622215,manasfoodgrainsp2@nexora.in,buy123,Amgaon,Gondia,Manas Foodgrains Pvt Ltd
Kavita Solanke,6633480330,sinnarsugarspvtl@nexora.in,buy123,Aurangabad,Chhatrapati Sambhajinagar (Aurangabad),Sinnar Sugars Pvt Ltd
Rupali Waghmare,8784856927,ghodsugarmillslt@nexora.in,buy123,Shrirampur,Ahilyanagar (Ahmednagar),Ghod Sugar Mills Ltd
Ashok Powar,8198980014,someshwarpomegra@nexora.in,buy123,Sangole,Solapur,Someshwar Pomegranate Exports
Ganesh Jagtap,9953239464,krishnavalleysug2@nexora.in,buy123,Satara,Satara,Krishna Valley Sugar Factory
Balasaheb Fadnavis,6202109441,deccanvineyards@nexora.in,buy123,Chandwad,Nashik,Deccan Vineyards
Archana Wagh,8716279204,shivshaktigrapee@nexora.in,buy123,Deola,Nashik,Shivshakti Grape Exports Pvt Ltd
Sunita Bhandare,7049624865,vitthalsoybeantr@nexora.in,buy123,Risod,Washim,Vitthal Soybean Traders
Kalpana Mahajan,7155653432,yashwantsugarfac@nexora.in,buy123,Hatkanangale,Kolhapur,Yashwant Sugar Factory
Rahul More,7032585240,digvijaytextiles@nexora.in,buy123,Shahada,Nandurbar,Digvijay Textiles Pvt Ltd
Anand Bhagat,7772075183,saraswaticottong2@nexora.in,buy123,Aurangabad,Chhatrapati Sambhajinagar (Aurangabad),Saraswati Cotton Ginning & Pressing
Umesh Ghadge,8713703613,chhatrapatiricem@nexora.in,buy123,Talasari,Palghar,Chhatrapati Rice Mills
Rajendra Hande,6009012709,uttamsugarspvtlt@nexora.in,buy123,Mulshi,Pune,Uttam Sugars Pvt Ltd
Vasant Waghmare,6317054744,sahyadrifreshveg@nexora.in,buy123,Wai,Satara,Sahyadri Fresh Vegetable Traders
Rahul Gawali,6164938582,vaishnavisahakar@nexora.in,buy123,Maval,Pune,Vaishnavi Sahakari Sakhar Karkhana
Sarika Sathe,6420772721,someshwarsoybean@nexora.in,buy123,Kalamb,Dharashiv (Osmanabad),Someshwar Soybean Traders
Prakash Bhosale,8320916247,omtenduleavesco@nexora.in,buy123,Dhanora,Gadchiroli,Om Tendu Leaves Co.
Jyoti Chougule,8610083233,kalikaagrotradin@nexora.in,buy123,Dadar,Mumbai City,Kalika Agro Trading Co.
Ramesh Rathod,7704985920,ganeshcottontrad2@nexora.in,buy123,Digras,Yavatmal,Ganesh Cotton Traders
Sarika Solanke,9539938780,rushikeshfruitpr@nexora.in,buy123,Patan,Satara,Rushikesh Fruit Preserves Co.
Rahul Waghmare,9033505668,amrutorangeproce@nexora.in,buy123,Tiosa,Amravati,Amrut Orange Processing Co.
Swati Salunkhe,6816966148,prithvirajfruitt@nexora.in,buy123,Navapur,Nandurbar,Prithviraj Fruit Traders Pvt Ltd
Balasaheb Bhosale,6332122965,kavericottonginn4@nexora.in,buy123,Paithan,Chhatrapati Sambhajinagar (Aurangabad),Kaveri Cotton Ginning & Pressing
Sanjay Takawale,9364799831,krantiricetrader@nexora.in,buy123,Lakhani,Bhandara,Kranti Rice Traders Pvt Ltd
Sunita Sable,9825331992,sinhagadcitrusex@nexora.in,buy123,Wardha,Wardha,Sinhagad Citrus Exports Pvt Ltd
Deepak Rathod,8236109210,suryahaldiudyog@nexora.in,buy123,Kalamnuri,Hingoli,Surya Haldi Udyog
Hanumant Chougule,9742972503,mangalmurtisahak@nexora.in,buy123,Osmanabad,Dharashiv (Osmanabad),Mangalmurti Sahakari Sakhar Karkhana
Ravindra Joshi,6349673582,taranganjaggeryt@nexora.in,buy123,Panhala,Kolhapur,Tarangan Jaggery Traders
Milind Ghorpade,8554501760,godavarivalleyse2@nexora.in,buy123,Vada,Palghar,Godavari Valley Seafood Exports Co.
Dilip Gawali,9239802664,waranasugarspvtl@nexora.in,buy123,Shirol,Kolhapur,Warana Sugars Pvt Ltd
Milind Solanke,9841119667,kedareshwarcoope@nexora.in,buy123,Ajra,Kolhapur,Kedareshwar Cooperative Sugar Karkhana
Meera Patil,8025347213,vinayakoilmillsp4@nexora.in,buy123,Patoda,Beed,Vinayak Oil Mills Pvt Ltd
Rupali Ubale,6658948113,chandramangotrad2@nexora.in,buy123,Sudhagad-Pali,Raigad,Chandra Mango Traders
Prakash Waghmare,9580728441,kalikaorangeproc@nexora.in,buy123,Umred,Nagpur,Kalika Orange Processing Co.
Neelam Holkar,9442793193,sureshricetrader@nexora.in,buy123,Pauni,Bhandara,Suresh Rice Traders Pvt Ltd
Seema Dhumal,7925716651,tirupatifoodgrai2@nexora.in,buy123,Palghar,Palghar,Tirupati Foodgrains Pvt Ltd
Vishal Dhumal,7693764786,amrutaseedspvtlt@nexora.in,buy123,Bhokardan,Jalna,Amruta Seeds Pvt Ltd
Chandrakant Kale,7410965020,deccanvineyardsw@nexora.in,buy123,Surgana,Nashik,Deccan Vineyards & Wines Pvt Ltd
Popat Bhagat,7841704464,navjeevankajuudy@nexora.in,buy123,Rajapur,Ratnagiri,Navjeevan Kaju Udyog
Meera Suryawanshi,9761010577,sundarbanagrotra2@nexora.in,buy123,Kurla,Mumbai Suburban,Sundarban Agro Trading Co.
Jyoti Ghorpade,7443860105,suvarnamishtanbh@nexora.in,buy123,Phulambri,Chhatrapati Sambhajinagar (Aurangabad),Suvarna Mishtan Bhandar
Jyoti Powar,7824969048,kundasahakarisak@nexora.in,buy123,Kalamb,Dharashiv (Osmanabad),Kunda Sahakari Sakhar Karkhana
Rajesh Suryawanshi,7710028311,kedareshwarchiko@nexora.in,buy123,Vasai,Palghar,Kedareshwar Chikoo Exports
Madhuri Joshi,6271074282,deccanoilmillspv@nexora.in,buy123,Sengaon,Hingoli,Deccan Oil Mills Pvt Ltd
Swati Hande,6308220296,tirupatiricetrad@nexora.in,buy123,Sakoli,Bhandara,Tirupati Rice Traders Pvt Ltd
Sunil Randhawa,6532910520,krantialphonsoex@nexora.in,buy123,Ratnagiri,Ratnagiri,Kranti Alphonso Exports
Rekha Thorat,6306125260,malharonionveget@nexora.in,buy123,Shirur,Pune,Malhar Onion & Vegetable Traders
Rajesh Mane,6016659413,ekvirasoybeantra@nexora.in,buy123,Murtajapur,Akola,Ekvira Soybean Traders
Pravin Nalawade,7090049010,vithobaonionvege@nexora.in,buy123,Baglan,Nashik,Vithoba Onion & Vegetable Traders
Rupali Salunkhe,7919000598,waranafreshgrape2@nexora.in,buy123,Khanapur,Sangli,Warana Fresh Grapes Exports
Rahul Sathe,6274881573,jagdambasoyaproc@nexora.in,buy123,Renapur,Latur,Jagdamba Soya Processors
Ganesh Dhumal,6795887646,marathacottongin@nexora.in,buy123,Dhule,Dhule,Maratha Cotton Ginning & Pressing
Shobha Wagh,9963563084,bhagwansantratra@nexora.in,buy123,Chandurbazar,Amravati,Bhagwan Santra Traders
Manohar Borate,9718726904,ashirwadhaldiudy@nexora.in,buy123,Hingoli,Hingoli,Ashirwad Haldi Udyog
Bapurao Sable,9469893108,digvijaycitrusex@nexora.in,buy123,Seloo,Wardha,Digvijay Citrus Exports Pvt Ltd
Milind More,6380838728,chandraoilmillsp@nexora.in,buy123,Buldhana,Buldhana,Chandra Oil Mills Pvt Ltd
Prashant Ubale,7862058450,adarshfruittrade@nexora.in,buy123,Vada,Palghar,Adarsh Fruit Traders Pvt Ltd
Yogesh Randhawa,8304772436,sarthicashewproc@nexora.in,buy123,Vaibhavwadi,Sindhudurg,Sarthi Cashew Processors
Pooja Gaikwad,7886842271,karhaagrotrading@nexora.in,buy123,Kurla,Mumbai Suburban,Karha Agro Trading Co.
Shivaji Vhatkar,6890289562,ganrajwinespvtlt@nexora.in,buy123,Walwa,Sangli,Ganraj Wines Pvt Ltd
Snehal Damle,6853314624,saraswaticottonm@nexora.in,buy123,Sindkheda,Dhule,Saraswati Cotton Mills Ltd
Rajesh Sathe,6098507211,shivnerisugarspv@nexora.in,buy123,Bhum,Dharashiv (Osmanabad),Shivneri Sugars Pvt Ltd
Ajit Bhagat,6893194260,ajinkyacottongin@nexora.in,buy123,Malkapur,Buldhana,Ajinkya Cotton Ginning & Pressing
Deepak Shinde,8034273951,amrutasugarmills3@nexora.in,buy123,Daund,Pune,Amruta Sugar Mills Ltd
Namdev Gaikwad,8005364258,bhairavgadagroin2@nexora.in,buy123,Pathri,Parbhani,Bhairavgad Agro Industries
Gopichand Yadav,8994372286,shivshakticotton2@nexora.in,buy123,Manora,Washim,Shivshakti Cotton Traders
Yogesh Hande,6230199221,annapurnakelavya@nexora.in,buy123,Chalisgaon,Jalgaon,Annapurna Kela Vyapari
Sunita Lokhande,6506347520,jagdambafreshveg@nexora.in,buy123,Khandala,Satara,Jagdamba Fresh Vegetable Traders
Anjali Mahajan,9754266450,konkandalmills@nexora.in,buy123,Shirur Anantpal,Latur,Konkan Dal Mills
Chandrakant Gaikwad,7335916494,amrutaagroindust@nexora.in,buy123,Kalamb,Dharashiv (Osmanabad),Amruta Agro Industries
Vijay Bhosale,9375471336,omricemills@nexora.in,buy123,Palghar,Palghar,Om Rice Mills
Umesh Pawar,8373419931,lokmangalfreshgr@nexora.in,buy123,Shirala,Sangli,Lokmangal Fresh Grapes Exports
Bharat Deshpande,9728182578,navnathdalmills2@nexora.in,buy123,Jalkot,Latur,Navnath Dal Mills
Suresh Jadhav,6261577502,kaverifoodgrains@nexora.in,buy123,Deori,Gondia,Kaveri Foodgrains Pvt Ltd
Anand Sathe,8250070206,bhogawaticottong3@nexora.in,buy123,Ralegaon,Yavatmal,Bhogawati Cotton Ginning & Pressing
Deepak Kulkarni,8479632190,navnathoniontrad@nexora.in,buy123,Kalwan,Nashik,Navnath Onion Traders
